PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_is_missing,RoomService_is_missing,FoodCourt_is_missing,ShoppingMall_is_missing,Spa_is_missing,VRDeck_is_missing,HomePlanet_is_missing,CryoSleep_is_missing,Cabin_is_missing,Destination_is_missing,VIP_is_missing,Name_is_missing
184402,1,2,5498,3,2.0,1,0.0,0.0,0.0,0.0,0.0,3206,True,False,False,False,False,False,False,False,False,False,False,False,False
184403,1,2,5498,3,3.0,1,0.0,0.0,0.0,0.0,0.0,8348,True,False,False,False,False,False,False,False,False,False,False,False,False
184601,1,1,3653,3,20.0,1,0.0,0.0,0.0,788.0,16.0,2668,False,False,False,False,False,False,False,False,False,False,False,False,False
184701,1,1,5500,3,65.0,1,5.0,317.0,0.0,0.0,123.0,4180,False,False,False,False,True,False,False,False,False,False,False,False,False
184801,1,1,5502,3,27.0,1,181.0,0.0,2.0,0.0,663.0,3813,False,True,False,False,False,False,False,False,False,False,False,False,False
184901,1,1,3654,3,25.0,1,113.0,0.0,0.0,1282.0,0.0,655,False,False,False,False,False,False,False,False,False,False,False,False,False
185001,1,1,3642,2,54.0,1,0.0,316.0,257.0,0.0,0.0,7881,False,False,False,False,False,False,False,False,False,False,False,False,False
185002,1,1,3642,1,25.0,1,0.0,0.0,1.0,735.0,25.0,4857,False,False,False,False,False,False,False,False,False,False,False,False,False
185301,1,2,5518,3,14.0,1,0.0,0.0,0.0,0.0,0.0,612,True,False,False,False,False,False,False,False,False,False,False,False,False
185401,2,1,31,1,53.0,1,0.0,13527.0,0.0,0.0,771.0,3445,True,False,False,False,False,False,False,False,False,False,False,False,False
185501,1,2,5519,3,0.0,1,0.0,0.0,0.0,0.0,0.0,2708,True,False,False,False,False,False,False,False,False,False,False,False,False
185502,1,1,1430,3,39.0,1,0.0,43.0,864.0,0.0,85.0,5231,False,False,False,False,False,False,False,False,False,False,False,False,False
185601,1,1,3655,3,22.0,1,8.0,710.0,0.0,27.0,0.0,76,True,False,False,False,False,False,False,False,False,False,False,False,False
185701,3,1,1353,1,31.0,1,120.0,0.0,657.0,52.0,0.0,6285,False,False,False,False,False,False,False,False,False,False,False,False,False
185901,3,2,3644,0,24.0,1,0.0,0.0,0.0,0.0,0.0,7134,True,False,False,False,False,False,False,False,False,False,True,False,False
186001,2,1,14,3,35.0,2,0.0,1.0,0.0,0.0,3156.0,1411,False,False,False,False,False,False,False,False,False,False,False,False,False
186002,2,1,14,1,35.0,1,95.0,3441.0,0.0,391.0,318.0,4758,False,False,False,False,False,False,False,False,False,False,False,False,False
186101,3,2,3646,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1742,True,False,False,False,False,False,False,False,False,False,False,False,False
186102,3,1,3646,3,61.0,1,953.0,415.0,974.0,0.0,133.0,675,False,False,False,False,False,False,False,False,False,False,False,False,False
186301,1,1,3659,1,58.0,1,14.0,0.0,1081.0,0.0,0.0,1242,True,False,False,False,False,False,False,False,False,False,False,False,False
186401,3,1,1354,3,26.0,1,1752.0,22.0,0.0,4.0,0.0,3943,False,False,False,False,False,False,True,False,False,False,False,False,False
186501,1,2,5503,3,4.0,0,0.0,0.0,0.0,0.0,0.0,2586,False,False,False,False,False,False,False,False,False,False,False,True,False
186502,1,1,5503,3,1.0,1,0.0,0.0,0.0,0.0,0.0,2079,False,False,False,False,False,False,False,False,False,False,False,False,False
186503,1,1,5503,3,8.0,1,0.0,0.0,0.0,0.0,0.0,4018,True,False,False,False,False,False,False,False,False,False,False,False,False
186504,1,1,5503,3,7.0,1,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,True
186505,1,0,5503,3,25.0,1,0.0,60.0,0.0,646.0,1115.0,7579,False,False,False,False,False,False,False,False,True,False,False,False,False
186506,0,1,5503,3,6.0,1,0.0,0.0,0.0,0.0,0.0,6445,False,False,False,False,False,False,False,True,False,False,False,False,False
186601,1,1,3661,3,29.0,1,0.0,0.0,0.0,0.0,865.0,1163,False,False,False,False,False,False,False,False,False,False,False,False,False
186801,3,2,3662,3,64.0,1,0.0,0.0,0.0,0.0,0.0,7342,True,False,False,False,False,False,False,False,False,False,False,False,False
187101,2,1,994,3,31.0,0,0.0,1983.0,0.0,172.0,52.0,819,True,False,False,False,False,False,False,False,False,False,False,True,False
187201,3,2,1468,3,25.0,1,0.0,0.0,0.0,0.0,0.0,7328,False,False,False,False,False,False,False,False,False,False,False,False,False
187301,1,2,5504,3,30.0,1,0.0,0.0,0.0,0.0,0.0,7006,True,False,False,True,False,False,False,False,False,False,False,False,False
187401,1,2,5522,3,0.0,1,0.0,0.0,0.0,0.0,0.0,747,False,False,False,False,False,False,False,False,False,False,False,False,False
187402,1,0,3664,2,29.0,1,0.0,0.0,0.0,486.0,1479.0,7982,False,False,False,False,False,False,False,False,True,False,False,False,False
187701,1,1,5524,3,37.0,1,28.0,25.0,26.0,806.0,3.0,6511,False,False,False,False,False,False,False,False,False,False,False,False,False
187801,1,1,3666,3,49.0,1,0.0,0.0,0.0,724.0,0.0,2968,False,False,False,False,False,False,False,False,False,False,False,False,False
187901,2,1,1342,3,36.0,1,0.0,583.0,1789.0,19.0,1009.0,277,False,False,False,False,False,False,False,False,False,False,False,False,False
188001,1,1,3668,1,20.0,1,470.0,128.0,0.0,0.0,9.0,7948,False,False,False,False,False,False,False,False,False,False,False,False,False
188101,1,1,3670,3,20.0,1,2215.0,0.0,0.0,86.0,0.0,6868,True,False,False,False,False,False,False,False,False,False,False,False,False
188201,2,0,995,1,18.0,1,0.0,16263.0,72.0,0.0,15.0,5249,True,False,False,False,False,False,False,False,True,False,False,False,False
188202,2,2,0,1,17.0,1,0.0,0.0,0.0,0.0,0.0,6262,True,False,False,False,False,False,False,False,False,True,False,False,False
188401,3,2,1470,3,48.0,1,0.0,0.0,0.0,0.0,0.0,8284,False,False,False,False,False,False,False,False,False,False,False,False,False
188601,1,1,1472,3,26.0,1,0.0,3.0,176.0,611.0,0.0,1363,False,False,False,False,False,False,False,False,False,False,False,False,False
188701,1,1,5506,3,35.0,1,0.0,88.0,718.0,46.0,0.0,8327,False,False,False,False,False,False,False,False,False,False,False,False,False
188801,1,1,3649,3,30.0,1,116.0,0.0,0.0,728.0,29.0,1039,True,False,False,False,False,False,False,False,False,False,False,False,False
188901,1,1,3671,3,22.0,1,0.0,0.0,22.0,0.0,702.0,7965,False,False,False,False,False,False,False,False,False,False,False,False,False
188902,1,2,5525,3,5.0,1,0.0,0.0,0.0,0.0,0.0,4914,False,False,False,False,False,False,False,False,False,False,False,False,False
189001,1,2,5527,1,43.0,1,0.0,0.0,0.0,0.0,0.0,996,False,False,False,False,False,False,False,False,False,False,False,False,False
189101,3,2,1474,3,52.0,1,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
189201,2,1,1343,3,50.0,1,5.0,809.0,0.0,309.0,731.0,1973,True,False,False,False,False,False,False,False,False,False,False,False,False
189202,2,1,0,3,29.0,1,4.0,841.0,0.0,363.0,1107.0,795,True,False,False,False,False,False,False,False,False,True,False,False,False
189203,2,1,1343,1,19.0,1,0.0,748.0,158.0,5037.0,44.0,6941,False,False,False,False,False,False,False,False,False,False,False,False,False
189701,2,1,997,1,39.0,1,0.0,10153.0,1.0,78.0,5063.0,8428,True,False,False,False,False,False,False,False,False,False,False,False,False
189702,2,1,997,3,38.0,1,0.0,354.0,0.0,1806.0,0.0,696,True,False,False,False,False,False,False,False,False,False,False,False,False
189801,1,2,5507,1,21.0,1,0.0,0.0,0.0,0.0,0.0,8099,False,False,True,False,False,False,False,False,False,False,False,False,False
189901,1,1,5509,2,25.0,1,11.0,44.0,397.0,0.0,0.0,7412,False,False,False,False,False,False,False,False,False,False,False,False,False
190101,2,2,15,1,42.0,1,0.0,0.0,0.0,0.0,0.0,1576,True,False,False,False,False,False,False,False,False,False,False,False,False
190102,2,2,15,1,36.0,1,0.0,0.0,0.0,0.0,0.0,5936,True,False,False,False,False,False,False,False,False,False,False,False,False
190201,1,1,5511,3,19.0,1,42.0,0.0,345.0,1431.0,0.0,1064,False,False,False,False,False,False,False,False,False,False,False,False,False
190301,1,2,5528,3,42.0,1,0.0,0.0,0.0,0.0,0.0,1374,False,False,False,False,False,False,False,False,False,False,False,False,False
190501,1,1,3651,1,40.0,1,1465.0,39.0,0.0,0.0,1225.0,4703,False,False,False,False,False,False,False,False,False,False,False,False,False
190601,1,2,5513,3,14.0,1,0.0,0.0,0.0,0.0,0.0,1823,False,False,False,False,False,False,False,False,False,False,False,False,False
190701,2,1,1347,3,50.0,1,0.0,1810.0,0.0,126.0,247.0,891,False,False,True,False,False,False,False,False,False,False,False,False,False
190801,3,1,1432,3,18.0,1,1218.0,0.0,34.0,1095.0,0.0,3860,False,False,False,False,False,False,False,False,False,False,False,False,False
191101,1,1,5517,3,46.0,1,8.0,652.0,0.0,5.0,90.0,2256,False,False,False,False,False,False,False,False,False,False,False,False,False
191501,1,1,1433,3,27.0,1,0.0,51.0,0.0,37.0,704.0,4942,False,True,False,False,False,False,False,False,False,False,False,False,False
191601,2,2,1349,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1680,True,False,False,False,False,False,False,False,False,False,False,False,False
191602,2,1,1349,1,22.0,1,1744.0,79.0,0.0,12.0,1514.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
191801,2,2,33,3,0.0,1,0.0,0.0,0.0,0.0,0.0,5933,False,False,False,False,False,False,False,False,False,False,False,False,False
191802,2,2,33,3,52.0,1,0.0,0.0,0.0,0.0,0.0,7060,True,False,False,False,False,False,False,False,False,False,False,False,False
191803,2,1,33,3,38.0,1,34.0,2043.0,0.0,1339.0,0.0,3669,True,False,False,False,False,False,False,False,False,False,False,False,False
192001,3,1,1435,3,46.0,1,731.0,0.0,288.0,0.0,2.0,1400,False,False,False,False,False,False,False,False,False,False,False,False,False
192201,1,2,5520,1,23.0,1,0.0,0.0,0.0,0.0,0.0,7772,False,False,False,False,False,False,False,False,False,False,False,False,False
192301,2,1,984,3,63.0,1,0.0,4286.0,18.0,4.0,872.0,8145,True,False,False,False,False,False,False,False,False,False,False,False,False
192302,2,2,984,1,24.0,1,0.0,0.0,0.0,0.0,0.0,6469,True,False,False,False,False,False,False,False,False,False,False,False,False
192501,1,2,5521,3,50.0,1,0.0,0.0,0.0,0.0,0.0,6065,False,False,False,False,False,False,False,False,False,False,False,False,False
192601,0,2,5523,3,20.0,1,0.0,0.0,0.0,0.0,0.0,1160,False,False,False,False,False,False,False,True,False,False,False,False,False
192701,3,1,1357,3,55.0,1,2424.0,0.0,1.0,0.0,284.0,7874,False,False,False,False,False,False,False,False,False,False,False,False,False
192801,1,1,1476,2,21.0,1,0.0,0.0,107.0,166.0,388.0,4850,True,False,False,False,False,False,False,False,False,False,False,False,False
193101,2,2,998,1,56.0,1,0.0,0.0,0.0,0.0,0.0,4776,True,False,False,False,False,False,False,False,False,False,False,False,False
193301,1,1,1436,3,45.0,1,10.0,0.0,0.0,0.0,0.0,7727,True,False,False,False,False,True,False,False,False,False,False,False,False
193501,1,2,5526,1,18.0,1,0.0,0.0,0.0,0.0,0.0,7048,False,False,False,False,False,False,False,False,False,False,False,False,False
193701,1,1,3656,3,47.0,1,7.0,877.0,17.0,0.0,0.0,7671,False,False,False,False,False,False,False,False,False,False,False,False,False
193801,1,1,3657,3,36.0,1,0.0,0.0,1508.0,110.0,117.0,3551,True,False,False,False,False,False,False,False,False,False,False,False,False
193901,3,1,3678,3,57.0,2,975.0,0.0,295.0,39.0,0.0,8072,False,False,False,False,False,False,False,False,False,False,False,False,False
193902,3,1,1351,3,13.0,1,3037.0,10.0,43.0,0.0,0.0,6984,False,False,False,False,False,False,False,False,False,False,False,False,False
194001,3,1,3679,3,27.0,1,120.0,0.0,1476.0,3.0,0.0,8358,False,False,False,False,False,False,False,False,False,False,False,False,False
194101,1,1,3660,3,20.0,1,717.0,0.0,0.0,0.0,0.0,5279,False,False,False,False,False,False,False,False,False,False,False,False,False
194201,1,1,5534,3,47.0,1,0.0,444.0,328.0,56.0,0.0,3297,False,False,False,False,False,False,True,False,False,False,False,False,False
194501,1,1,1439,3,15.0,1,0.0,0.0,787.0,0.0,0.0,490,False,False,False,False,False,False,False,False,False,False,False,False,False
194601,1,1,5536,3,34.0,1,0.0,0.0,53.0,731.0,0.0,6537,False,False,False,False,False,False,False,False,False,False,False,False,False
194701,1,1,3663,3,21.0,1,942.0,0.0,0.0,0.0,7.0,5101,False,False,False,False,False,False,False,False,False,False,False,False,False
195001,1,1,3665,3,51.0,1,0.0,0.0,0.0,101.0,1357.0,7801,False,False,False,False,False,False,False,False,False,False,False,False,False
195201,1,1,1440,3,23.0,1,382.0,0.0,398.0,8.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
195301,1,1,3681,3,58.0,1,0.0,0.0,0.0,0.0,717.0,8012,False,False,False,False,False,False,False,False,False,False,False,False,False
195601,3,1,1359,3,37.0,1,2765.0,0.0,1134.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
195602,3,1,1359,2,44.0,0,708.0,0.0,5.0,0.0,74.0,5555,True,False,False,False,False,False,False,False,False,False,False,True,False
195701,1,2,5529,3,25.0,1,0.0,0.0,0.0,0.0,0.0,6138,False,False,False,False,False,False,False,False,False,False,False,False,False
195901,2,2,986,3,15.0,1,0.0,0.0,0.0,0.0,0.0,8207,True,False,False,False,False,False,False,False,False,False,False,False,False
195902,2,1,986,3,40.0,1,0.0,382.0,0.0,1.0,3822.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
195903,2,1,986,1,29.0,1,0.0,433.0,4899.0,393.0,260.0,5484,True,False,False,False,False,False,False,False,False,False,False,False,False
196001,1,2,1441,3,36.0,1,0.0,0.0,0.0,0.0,0.0,2165,True,False,False,False,False,False,False,False,False,False,False,False,False
196002,1,1,1441,2,21.0,1,0.0,0.0,677.0,4.0,0.0,4362,True,False,False,False,False,False,False,False,False,False,False,False,False
196101,1,1,5538,3,35.0,1,302.0,6.0,0.0,6.0,613.0,4632,True,False,False,False,False,False,False,False,False,False,False,False,False
196201,1,1,3683,3,24.0,1,3.0,361.0,94.0,824.0,160.0,8000,False,False,False,False,False,False,False,False,False,False,False,False,False
196202,1,1,5540,1,2.0,1,0.0,0.0,0.0,0.0,0.0,4209,False,False,False,False,False,False,False,False,False,False,False,False,False
196203,1,2,5540,3,0.0,1,0.0,0.0,0.0,0.0,0.0,2340,True,False,True,False,False,False,False,False,False,False,False,False,False
196301,1,1,3685,3,43.0,1,0.0,0.0,0.0,1200.0,17.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False
196401,2,1,999,3,63.0,1,0.0,869.0,1.0,375.0,3377.0,452,False,False,True,False,False,False,False,False,False,False,False,False,False
196701,1,2,5542,3,30.0,0,0.0,0.0,0.0,0.0,0.0,5433,True,False,False,False,False,False,False,False,False,False,False,True,False
196801,1,2,5544,2,38.0,1,0.0,0.0,0.0,0.0,0.0,2204,True,False,False,False,False,False,False,False,False,False,False,False,False
196901,2,1,1001,1,27.0,1,0.0,21066.0,0.0,2448.0,2293.0,7937,True,False,True,False,False,False,False,False,False,False,False,False,False
197101,1,1,3667,2,54.0,1,3.0,0.0,56.0,633.0,0.0,5434,False,False,False,False,False,False,False,False,False,False,False,False,False
197301,2,2,35,1,39.0,1,0.0,0.0,0.0,0.0,0.0,3428,True,False,False,False,False,False,False,False,False,False,False,False,False
197401,3,1,1352,3,41.0,1,3702.0,0.0,1.0,0.0,18.0,7348,False,False,False,False,False,False,False,False,False,False,False,False,False
197501,1,1,5532,3,22.0,1,0.0,0.0,0.0,10.0,761.0,4228,False,False,False,False,False,False,False,False,False,False,False,False,False
197601,2,1,572,1,23.0,1,0.0,8037.0,0.0,1.0,2.0,6800,True,False,False,False,True,False,False,False,False,False,False,False,False
197602,2,1,572,3,34.0,1,15.0,3578.0,0.0,0.0,473.0,107,True,False,False,False,False,True,False,False,False,False,False,False,False
197603,2,2,572,1,26.0,2,0.0,0.0,0.0,0.0,0.0,1614,True,False,False,False,False,False,False,False,False,False,False,False,False
197604,2,1,572,3,39.0,1,1.0,2972.0,0.0,3175.0,1.0,8467,False,False,False,False,False,False,False,False,False,False,False,False,False
197605,2,2,572,1,15.0,1,0.0,0.0,0.0,0.0,0.0,6289,True,False,False,False,False,False,False,False,False,False,False,False,False
197606,2,2,572,3,64.0,1,0.0,0.0,0.0,0.0,0.0,8146,True,False,False,False,False,False,False,False,False,False,False,False,False
197607,2,2,572,3,25.0,1,0.0,0.0,0.0,0.0,0.0,134,True,False,False,False,False,False,False,False,False,False,False,False,False
197701,3,2,3687,3,35.0,1,0.0,0.0,0.0,0.0,0.0,3129,True,False,False,False,False,False,False,False,False,False,False,False,False
197801,0,2,5533,3,19.0,1,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True
197901,1,1,3669,3,26.0,1,401.0,0.0,693.0,62.0,0.0,2191,False,False,False,False,False,False,False,False,False,False,False,False,False
198001,1,2,5535,3,3.0,1,0.0,0.0,0.0,0.0,0.0,6945,True,False,False,False,False,False,False,False,False,False,False,False,False
198002,1,1,5535,3,29.0,1,1434.0,5.0,0.0,0.0,0.0,5278,False,False,False,False,False,False,False,False,False,False,False,False,False
198003,1,2,5535,3,44.0,1,0.0,0.0,0.0,0.0,0.0,6195,True,False,False,False,False,False,False,False,False,False,False,False,False
198101,1,1,1443,3,27.0,1,196.0,602.0,0.0,0.0,198.0,4522,False,False,False,False,False,False,False,False,False,False,False,False,False
198301,1,1,5547,2,17.0,1,414.0,0.0,139.0,28.0,173.0,3009,False,False,False,False,False,False,False,False,False,False,False,False,False
198401,2,1,0,1,37.0,1,0.0,3166.0,0.0,91.0,6.0,5542,True,False,False,False,False,False,False,False,False,True,False,False,False
198501,3,2,3689,1,19.0,1,0.0,0.0,0.0,0.0,0.0,690,True,False,False,False,False,False,False,False,False,False,False,False,False
198801,1,2,5548,3,44.0,1,0.0,0.0,0.0,0.0,0.0,2618,False,False,False,False,False,False,False,False,False,False,False,False,False
199101,1,1,3672,1,22.0,0,0.0,0.0,30.0,499.0,138.0,4862,False,False,False,False,False,False,False,False,False,False,False,True,False
199102,1,1,1479,3,22.0,1,213.0,85.0,352.0,12.0,1.0,866,True,False,False,False,False,False,False,False,False,False,False,False,False
199201,3,2,3673,3,21.0,1,0.0,0.0,0.0,0.0,0.0,5121,True,False,True,False,False,False,False,False,False,False,False,False,False
199301,1,1,3675,3,31.0,1,1062.0,0.0,802.0,71.0,0.0,5087,False,False,False,False,False,False,False,False,False,False,False,False,False
199401,1,1,1445,3,17.0,1,0.0,0.0,249.0,537.0,5.0,1556,True,False,False,False,False,False,False,False,False,False,False,False,False
199501,1,1,5537,2,30.0,1,231.0,0.0,0.0,274.0,26.0,3303,False,False,False,False,False,False,False,False,False,False,False,False,False
199601,1,1,3676,3,15.0,1,12.0,25.0,197.0,631.0,0.0,6839,False,False,False,False,False,False,False,False,False,False,False,False,False
199701,1,0,5539,3,42.0,1,37.0,1670.0,0.0,0.0,0.0,4486,True,False,False,False,False,False,False,False,True,False,False,False,False
199901,1,1,3677,3,55.0,1,373.0,1.0,1.0,496.0,0.0,7069,False,False,False,False,False,False,False,False,False,False,False,False,False
200001,2,1,1003,1,28.0,1,5.0,2676.0,13.0,0.0,157.0,8186,True,False,False,False,False,False,False,False,False,False,False,False,False
200101,1,1,3692,3,33.0,1,673.0,194.0,548.0,59.0,40.0,311,False,False,False,False,False,False,False,False,False,False,False,False,False
200301,1,1,5550,3,19.0,0,3.0,6.0,20.0,60.0,719.0,8068,False,False,False,False,False,False,False,False,False,False,False,True,False
200601,1,1,3680,3,24.0,1,0.0,856.0,0.0,0.0,5.0,2832,False,False,True,False,False,False,False,False,False,False,False,False,False
200602,1,1,5541,3,4.0,1,0.0,0.0,0.0,0.0,0.0,2015,False,False,False,False,False,False,False,False,False,False,False,False,False
200603,1,2,5541,3,2.0,1,0.0,0.0,0.0,0.0,0.0,4363,False,False,False,False,False,False,False,False,False,False,False,False,False
200701,2,1,37,1,30.0,1,0.0,5734.0,0.0,5.0,1.0,883,True,False,False,False,False,False,False,False,False,False,False,False,False
200901,2,1,543,3,31.0,1,0.0,0.0,0.0,0.0,0.0,202,False,False,False,False,False,False,False,False,False,False,False,False,False
200902,2,2,543,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1692,True,False,False,False,False,False,False,False,False,False,False,False,False
200903,2,2,543,1,40.0,1,0.0,0.0,0.0,0.0,0.0,3399,True,False,False,False,False,False,False,False,False,False,False,False,False
201001,1,2,5552,2,33.0,1,0.0,0.0,0.0,0.0,0.0,1457,True,False,False,False,False,False,True,False,False,False,False,False,False
201101,1,2,5543,2,46.0,1,0.0,0.0,0.0,0.0,0.0,7797,False,False,False,False,False,False,True,False,False,False,False,False,False
201201,2,1,544,1,30.0,2,1250.0,865.0,0.0,3725.0,5416.0,5636,False,False,False,False,False,False,False,False,False,False,False,False,False
201301,1,1,3694,3,17.0,1,0.0,0.0,0.0,0.0,804.0,2764,False,False,False,False,False,False,False,False,False,False,False,False,False
201501,1,1,3682,3,19.0,1,1139.0,18.0,0.0,0.0,671.0,2998,True,False,False,False,False,False,False,False,False,False,False,False,False
201901,2,1,574,1,22.0,1,0.0,5183.0,0.0,1080.0,2.0,2326,True,False,False,False,False,False,False,False,False,False,False,False,False
201902,2,0,574,1,20.0,1,0.0,162.0,0.0,148.0,7619.0,6061,False,False,False,False,False,False,False,False,True,False,False,False,False
202201,1,1,3684,2,36.0,1,0.0,809.0,0.0,86.0,0.0,3486,False,False,False,False,False,False,False,False,False,False,False,False,False
202401,0,1,5549,3,0.0,1,0.0,0.0,0.0,0.0,0.0,2696,True,False,False,False,False,False,False,True,False,False,False,False,False
202402,1,1,1482,1,17.0,1,44.0,1535.0,10.0,51.0,0.0,3984,True,False,False,False,False,False,False,False,False,False,False,False,False
202601,1,2,5551,3,27.0,1,0.0,0.0,0.0,0.0,0.0,5371,True,True,False,False,False,False,False,False,False,False,False,False,False
202602,1,2,5551,2,15.0,1,0.0,0.0,0.0,0.0,0.0,3110,True,False,False,False,False,False,False,False,False,False,False,False,False
202603,1,1,5551,3,20.0,1,0.0,4.0,429.0,0.0,287.0,3757,False,False,False,False,False,False,False,False,False,False,False,False,False
202701,1,1,3696,1,19.0,1,30.0,1.0,1051.0,0.0,6.0,4057,True,False,False,False,False,False,False,False,False,False,False,False,False
202801,1,1,3686,2,24.0,1,662.0,0.0,0.0,0.0,9.0,5117,False,False,False,False,False,False,False,False,False,False,False,False,False
202901,1,1,3699,1,43.0,1,0.0,6.0,730.0,1.0,0.0,5183,False,False,False,False,False,False,False,False,False,False,False,False,False
203201,3,2,3701,3,26.0,1,0.0,0.0,0.0,0.0,0.0,6354,True,False,False,False,False,False,False,False,False,False,False,False,False
203401,1,1,3688,3,42.0,1,399.0,75.0,38.0,771.0,0.0,648,False,False,False,False,False,False,False,False,False,False,False,False,False
203801,1,1,3703,3,21.0,1,6.0,133.0,503.0,0.0,2.0,6443,False,False,False,False,False,False,False,False,False,False,False,False,False
204001,2,2,576,3,50.0,1,0.0,0.0,0.0,0.0,0.0,4923,True,False,False,False,False,False,False,False,False,False,False,False,False
204002,2,2,576,3,25.0,1,0.0,0.0,0.0,0.0,0.0,426,True,False,False,False,False,False,False,False,False,False,False,False,False
204101,1,2,5554,3,64.0,1,0.0,0.0,0.0,0.0,0.0,6155,True,False,True,False,False,False,False,False,False,False,False,False,False
204201,1,1,3690,3,50.0,1,0.0,0.0,0.0,785.0,19.0,6712,False,False,False,False,False,False,False,False,False,False,False,False,False
204301,3,2,3691,3,24.0,1,0.0,0.0,0.0,0.0,0.0,3422,True,False,True,False,False,False,False,False,False,False,False,False,False
204401,1,1,3693,3,27.0,0,0.0,0.0,634.0,1.0,23.0,1341,True,False,False,False,False,False,False,False,False,False,False,True,False
204501,1,2,5553,1,42.0,1,0.0,0.0,0.0,0.0,0.0,3238,True,False,False,False,False,False,True,False,False,False,False,False,False
204601,1,2,5556,1,30.0,1,0.0,0.0,0.0,0.0,0.0,5132,False,False,False,False,False,False,False,False,False,False,False,False,False
205101,1,1,1447,3,20.0,1,2.0,0.0,694.0,0.0,22.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
205201,3,1,1484,3,31.0,1,162.0,1211.0,4.0,0.0,1.0,4247,True,False,False,False,False,False,False,False,False,False,False,False,False
205301,2,1,989,1,26.0,1,281.0,741.0,13.0,0.0,4724.0,7421,False,False,False,False,False,False,False,False,False,False,False,False,False
205401,2,1,991,1,39.0,1,0.0,0.0,0.0,1528.0,1119.0,125,False,False,False,True,False,False,False,False,False,False,False,False,False
205501,1,1,5560,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1038,False,True,False,False,False,False,False,False,False,False,False,False,False
205502,0,1,5560,2,32.0,1,0.0,58.0,0.0,0.0,642.0,6832,True,False,False,False,False,False,False,True,False,False,False,False,False
205503,1,2,5560,3,25.0,1,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
205504,1,1,5560,3,6.0,1,0.0,0.0,0.0,0.0,0.0,4935,True,False,False,False,False,False,False,False,False,False,False,False,False
205505,1,2,5560,3,3.0,1,0.0,0.0,0.0,0.0,0.0,3726,True,False,False,False,False,False,False,False,False,False,False,False,False
205506,1,2,5560,3,11.0,1,0.0,0.0,0.0,0.0,0.0,4186,False,False,False,False,False,False,False,False,False,False,False,False,False
205601,1,2,5561,3,52.0,1,0.0,0.0,0.0,0.0,0.0,5384,False,False,False,False,False,False,False,False,False,False,False,False,False
205602,1,1,3704,3,14.0,1,16.0,0.0,0.0,712.0,149.0,1825,False,False,False,False,False,False,False,False,False,False,False,False,False
205603,1,1,3704,3,68.0,1,0.0,286.0,0.0,1739.0,13.0,2603,False,False,False,False,False,False,False,False,False,False,False,False,False
205604,1,2,5561,2,18.0,1,0.0,0.0,0.0,0.0,0.0,6256,True,False,False,False,False,False,False,False,False,False,False,False,False
205901,1,1,5563,3,55.0,1,2.0,0.0,0.0,0.0,907.0,2710,True,False,False,False,False,False,False,False,False,False,False,False,False
206001,0,1,5555,1,22.0,1,1430.0,0.0,0.0,0.0,423.0,613,False,False,False,False,False,False,False,True,False,False,False,False,False
206101,2,1,1355,3,34.0,1,0.0,5063.0,0.0,56.0,327.0,2435,True,False,False,False,False,False,False,False,False,False,False,False,False
206201,3,0,3695,3,17.0,1,583.0,0.0,753.0,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,True
206301,1,2,5557,2,38.0,1,0.0,0.0,0.0,0.0,0.0,5659,False,False,False,False,False,False,False,False,False,False,False,False,False
206501,1,1,3710,3,13.0,1,12.0,0.0,0.0,0.0,1963.0,4834,False,False,False,False,False,False,False,False,False,False,False,False,False
206601,1,2,5558,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1393,True,False,False,False,False,False,False,False,False,False,False,False,False
206701,2,2,993,3,30.0,1,0.0,0.0,0.0,0.0,0.0,149,True,False,False,False,False,False,False,False,False,False,False,False,False
206702,2,1,993,3,27.0,2,0.0,0.0,72.0,668.0,2713.0,781,False,False,False,False,False,False,False,False,False,False,False,False,False
207001,1,1,1449,3,17.0,1,0.0,1.0,533.0,326.0,0.0,6875,True,False,True,False,False,False,False,False,False,False,False,False,False
207101,2,1,1004,1,45.0,1,0.0,3559.0,0.0,3615.0,163.0,8420,False,False,False,False,False,False,False,False,False,False,False,False,False
207102,2,1,1004,1,28.0,1,167.0,2406.0,71.0,283.0,650.0,215,True,False,False,False,False,False,False,False,False,False,False,False,False
